document_id,title,text,source,crop,country,origin,source_url,license
64,Managing Cassava Bacterial Blight in Cassava (Humid forest),"Cassava Bacterial Blight of cassava, caused by bacterium (Xanthomonas axonopodis pv. manihotis). Managing an outbreak in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Use clean resistant cuttings, prune and destroy infected material, and disinfect cutting tools. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",AGRA,Cassava,Uganda,synthetic,,synthetic (CC0)
65,Preventing Cassava Bacterial Blight in Cassava (Humid forest),"Cassava Bacterial Blight of cassava, caused by bacterium (Xanthomonas axonopodis pv. manihotis). Preventing it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Plant healthy cuttings, rotate, and use a fallow break in heavily infected fields. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",CGIAR,Cassava,Uganda,synthetic,,synthetic (CC0)
66,Managing Cassava Bacterial Blight in Cassava (Sahel),"Cassava Bacterial Blight of cassava, caused by bacterium (Xanthomonas axonopodis pv. manihotis). Managing an outbreak in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Use clean resistant cuttings, prune and destroy infected material, and disinfect cutting tools. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",FAO,Cassava,DR Congo,synthetic,,synthetic (CC0)
67,Preventing Cassava Bacterial Blight in Cassava (Sahel),"Cassava Bacterial Blight of cassava, caused by bacterium (Xanthomonas axonopodis pv. manihotis). Preventing it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Plant healthy cuttings, rotate, and use a fallow break in heavily infected fields. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",National Extension Service,Cassava,Tanzania,synthetic,,synthetic (CC0)
68,How Cassava Brown Streak Disease spreads in Cassava,"Cassava Brown Streak Disease of cassava, caused by virus (cassava brown streak viruses, whitefly-transmitted). How it spreads: Carried by whiteflies and by infected cuttings; root damage often shows only at harvest.",FAO,Cassava,Tanzania,synthetic,,synthetic (CC0)
69,Symptoms of Cassava Brown Streak Disease in Cassava,"Cassava Brown Streak Disease of cassava, caused by virus (cassava brown streak viruses, whitefly-transmitted). Symptoms to look for: Yellow blotches between veins, brown streaks on stems, and the diagnostic dry brown corky necrosis inside the storage roots that ruins them for eating.",FAO,Cassava,DR Congo,synthetic,,synthetic (CC0)
70,Managing Cassava Brown Streak Disease in Cassava (Guinea savanna),"Cassava Brown Streak Disease of cassava, caused by virus (cassava brown streak viruses, whitefly-transmitted). Managing an outbreak in the Guinea savanna, with one long rainy season and moderately fertile soils: Use tolerant varieties, source clean cuttings, harvest early to limit root rot, and control whitefly. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",FAO,Cassava,Uganda,synthetic,,synthetic (CC0)
71,Preventing Cassava Brown Streak Disease in Cassava (Guinea savanna),"Cassava Brown Streak Disease of cassava, caused by virus (cassava brown streak viruses, whitefly-transmitted). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Plant certified clean material, use resistant varieties, and avoid moving cuttings out of affected zones. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",National Extension Service,Cassava,Tanzania,synthetic,,synthetic (CC0)
72,Managing Cassava Brown Streak Disease in Cassava (Humid forest),"Cassava Brown Streak Disease of cassava, caused by virus (cassava brown streak viruses, whitefly-transmitted). Managing an outbreak in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Use tolerant varieties, source clean cuttings, harvest early to limit root rot, and control whitefly. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",Plantwise,Cassava,Uganda,synthetic,,synthetic (CC0)
73,Preventing Cassava Brown Streak Disease in Cassava (Humid forest),"Cassava Brown Streak Disease of cassava, caused by virus (cassava brown streak viruses, whitefly-transmitted). Preventing it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Plant certified clean material, use resistant varieties, and avoid moving cuttings out of affected zones. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",Plantwise,Cassava,Nigeria,synthetic,,synthetic (CC0)
74,Managing Cassava Brown Streak Disease in Cassava (Sahel),"Cassava Brown Streak Disease of cassava, caused by virus (cassava brown streak viruses, whitefly-transmitted). Managing an outbreak in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Use tolerant varieties, source clean cuttings, harvest early to limit root rot, and control whitefly. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",National Extension Service,Cassava,Nigeria,synthetic,,synthetic (CC0)
75,Preventing Cassava Brown Streak Disease in Cassava (Sahel),"Cassava Brown Streak Disease of cassava, caused by virus (cassava brown streak viruses, whitefly-transmitted). Preventing it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Plant certified clean material, use resistant varieties, and avoid moving cuttings out of affected zones. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",IITA,Cassava,Nigeria,synthetic,,synthetic (CC0)
76,How Cassava Mosaic Disease spreads in Cassava,"Cassava Mosaic Disease of cassava, caused by virus (cassava mosaic begomoviruses, whitefly-transmitted). How it spreads: Spread by whiteflies and, most importantly, by planting infected stem cuttings, which moves the disease farm to farm.",Plantwise,Cassava,Tanzania,synthetic,,synthetic (CC0)
77,Symptoms of Cassava Mosaic Disease in Cassava,"Cassava Mosaic Disease of cassava, caused by virus (cassava mosaic begomoviruses, whitefly-transmitted). Symptoms to look for: Yellow-and-green mosaic and mottling of leaves, leaf distortion and curling, reduced leaf size and badly stunted plants with very small roots.",ICRISAT,Cassava,Nigeria,synthetic,,synthetic (CC0)
78,Managing Cassava Mosaic Disease in Cassava (Guinea savanna),"Cassava Mosaic Disease of cassava, caused by virus (cassava mosaic begomoviruses, whitefly-transmitted). Managing an outbreak in the Guinea savanna, with one long rainy season and moderately fertile soils: Plant virus-free or resistant cuttings, rogue out infected plants, and control whitefly. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Cassava,Ghana,synthetic,,synthetic (CC0)
79,Preventing Cassava Mosaic Disease in Cassava (Guinea savanna),"Cassava Mosaic Disease of cassava, caused by virus (cassava mosaic begomoviruses, whitefly-transmitted). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Use clean planting material from disease-free fields and grow CMD-resistant varieties. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",National Extension Service,Cassava,Nigeria,synthetic,,synthetic (CC0)
80,Managing Cassava Mosaic Disease in Cassava (Humid forest),"Cassava Mosaic Disease of cassava, caused by virus (cassava mosaic begomoviruses, whitefly-transmitted). Managing an outbreak in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Plant virus-free or resistant cuttings, rogue out infected plants, and control whitefly. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",FAO,Cassava,Nigeria,synthetic,,synthetic (CC0)
